Reference Company,Security Description,Trade Date,Ask,Bid,Close
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/16/20,11.989,10.989,11.489
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/17/20,11.994,10.994,11.494
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/18/20,12.094,11.095,11.595
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/21/20,12.732,11.732,12.232
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/22/20,12.708,11.708,12.208
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/23/20,12.528,11.528,12.028
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/24/20,12.368,11.368,11.868
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/25/20,12.393,11.393,11.893
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/28/20,12.436,11.436,11.936
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/29/20,12.461,11.461,11.961
AUD10P3M=R,Australian Dollar/US Dollar 3 Month 10 Delta Put,12/30/20,12.571,11.571,12.071
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,11/30/20,12.367,10.716,11.542
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/1/20,12.073,11.073,11.573
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/2/20,12.08,11.08,11.58
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/3/20,12.152,11.153,11.652
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/4/20,12.114,11.114,11.614
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/7/20,12.542,10.942,11.742
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/8/20,12.479,10.879,11.679
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/9/20,12.065,11.065,11.565
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/10/20,12.286,11.286,11.786
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/11/20,12.408,11.408,11.908
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/14/20,12.387,11.387,11.887
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/15/20,12.439,11.439,11.939
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/16/20,12.27,11.27,11.77
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/17/20,12.264,11.265,11.764
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/18/20,12.383,11.383,11.883
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/21/20,12.781,11.781,12.281
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/22/20,12.916,11.916,12.416
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/23/20,12.728,11.728,12.228
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/24/20,12.566,11.566,12.066
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/25/20,12.537,11.537,12.037
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/28/20,12.585,11.585,12.085
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/29/20,12.628,11.628,12.128
AUD10P6M=R,Australian Dollar/US Dollar 6 Month 10 Delta Put,12/30/20,12.755,11.755,12.255
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,11/30/20,12.454,11.004,11.729
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/1/20,12.479,11.029,11.754
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/2/20,12.277,11.327,11.802
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/3/20,12.387,11.437,11.912
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/4/20,12.315,11.365,11.84
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/7/20,12.417,11.467,11.942
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/8/20,12.335,11.385,11.86
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/9/20,12.317,11.367,11.842
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/10/20,12.637,11.687,12.162
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/11/20,12.527,11.577,12.052
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/14/20,12.494,11.544,12.019
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/15/20,12.577,11.627,12.102
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/16/20,12.353,11.403,11.878
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/17/20,12.366,11.416,11.891
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/18/20,12.366,11.416,11.891
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/21/20,12.821,11.871,12.346
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/22/20,13.115,12.165,12.64
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/23/20,12.722,11.772,12.247
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/24/20,12.621,11.671,12.146
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/25/20,12.646,11.696,12.171
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/28/20,12.658,11.708,12.183
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/29/20,12.706,11.756,12.231
AUD10P9M=R,Australian Dollar/US Dollar 9 Month 10 Delta Put,12/30/20,12.776,11.826,12.301
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,11/30/20,12.715,11.215,11.965
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/1/20,12.497,11.547,12.022
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/2/20,12.462,11.512,11.987
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/3/20,12.516,11.566,12.041
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/4/20,12.473,11.523,11.998
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/7/20,12.885,11.435,12.16
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/8/20,12.835,11.385,12.11
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/9/20,12.43,11.48,11.955
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/10/20,12.771,11.271,12.021
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/11/20,12.717,11.767,12.242
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/14/20,12.666,11.717,12.192
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/15/20,12.653,11.703,12.178
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/16/20,12.623,11.673,12.148
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/17/20,12.623,11.673,12.148
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/18/20,12.666,11.716,12.191
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/21/20,12.991,12.041,12.516
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/22/20,13.065,12.115,12.59
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/23/20,13,12.05,12.525
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/24/20,12.823,11.873,12.348
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/25/20,12.823,11.873,12.348
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/28/20,12.872,11.922,12.397
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/29/20,12.909,11.959,12.434
AUD10P1Y=R,Australian Dollar/US Dollar 1 Year 10 Delta Put,12/30/20,12.912,11.962,12.437
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,11/30/20,13.313,11.265,12.289
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/1/20,13.303,11.26,12.281
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/2/20,13.269,11.324,12.297
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/3/20,13.325,11.377,12.351
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/4/20,13.294,11.299,12.297
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/7/20,13.425,11.427,12.426
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/8/20,13.323,11.324,12.324
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/9/20,13.312,11.363,12.338
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/10/20,13.325,11.327,12.326
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/11/20,13.492,11.447,12.469
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/14/20,12.931,12.032,12.482
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/15/20,13.56,11.512,12.536
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/16/20,13.484,11.436,12.46
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/17/20,13.459,11.46,12.459
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/18/20,13.446,11.498,12.472
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/21/20,13.732,11.786,12.759
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/22/20,13.906,11.859,12.883
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/23/20,13.785,11.786,12.785
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/24/20,13.692,11.694,12.693
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/25/20,13.652,11.656,12.654
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/28/20,13.728,11.683,12.706
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/29/20,13.737,11.789,12.763
AUD10P2Y=R,Australian Dollar/US Dollar 2 Year 10 Delta Put,12/30/20,13.783,11.835,12.809
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,11/30/20,10.415,9.415,9.915
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/1/20,9.766,8.766,9.266
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/2/20,10.129,9.129,9.629
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/3/20,10.31,9.36,9.835
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/4/20,10.141,9.191,9.666
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/7/20,10.518,9.518,10.018
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/8/20,10.043,9.243,9.643
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/9/20,10.404,9.404,9.904
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/10/20,11.453,10.503,10.978
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/11/20,12.399,11.399,11.899
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/14/20,11.254,10.254,10.754
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/15/20,11.331,10.331,10.831
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/16/20,10.206,9.206,9.706
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/17/20,10.336,9.336,9.836
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/18/20,9.642,8.642,9.142
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/21/20,10.422,9.372,9.897
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/22/20,10.324,8.874,9.599
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/23/20,9.436,8.436,8.936
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/24/20,9.148,8.148,8.648
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/25/20,8.873,7.873,8.373
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/28/20,9.295,7.994,8.644
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/29/20,10.189,8.889,9.539
AUD25PSW=R,Australian Dollar/US Dollar Spot Week 25 Delta Put,12/30/20,12.189,10.839,11.514
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,11/30/20,10.132,9.682,9.907
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/1/20,9.909,9.509,9.709
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/2/20,9.932,9.532,9.732
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/3/20,9.796,9.396,9.596
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/4/20,9.939,9.539,9.739
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/7/20,10.486,9.986,10.236
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/8/20,10.204,9.804,10.004
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/9/20,10.107,9.708,9.907
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/10/20,10.081,9.681,9.881
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/11/20,10.683,10.283,10.483
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/14/20,10.541,10.091,10.316
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/15/20,10.635,10.235,10.435
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/16/20,10.232,9.832,10.032
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/17/20,10.015,9.616,9.816
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/18/20,10.085,9.685,9.885
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/21/20,11.015,10.615,10.815
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/22/20,11.057,10.657,10.857
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/23/20,10.694,10.294,10.494
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/24/20,10.418,10.018,10.218
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/25/20,10.469,10.069,10.269
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/28/20,10.689,10.289,10.489
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/29/20,10.909,10.51,10.709
AUD25P1M=R,Australian Dollar/US Dollar 1 Month 25 Delta Put,12/30/20,11.16,10.76,10.96
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,11/30/20,10.406,9.956,10.181
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/1/20,10.162,9.762,9.962
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/2/20,10.311,9.911,10.111
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/3/20,10.437,10.037,10.237
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/4/20,10.344,9.944,10.144
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/7/20,10.676,10.126,10.401
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/8/20,10.363,9.963,10.163
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/9/20,10.299,9.899,10.099
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/10/20,10.447,10.047,10.247
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/11/20,10.85,10.45,10.65
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/14/20,10.669,10.269,10.469
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/15/20,10.669,10.269,10.469
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/16/20,10.418,10.018,10.218
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/17/20,10.426,10.026,10.226
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/18/20,10.489,10.089,10.289
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/21/20,11.163,10.763,10.963
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/22/20,11.048,10.648,10.848
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/23/20,10.897,10.447,10.672
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/24/20,10.685,10.235,10.46
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/25/20,10.721,10.271,10.496
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/28/20,10.714,10.314,10.514
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/29/20,10.922,10.522,10.722
AUD25P2M=R,Australian Dollar/US Dollar 2 Month 25 Delta Put,12/30/20,11.031,10.631,10.831
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,11/30/20,10.539,10.039,10.289
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/1/20,9.272,8.872,9.072
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/2/20,10.444,10.045,10.245
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/3/20,10.428,10.078,10.253
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/4/20,10.483,10.084,10.284
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/7/20,10.702,10.152,10.427
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/8/20,10.478,10.078,10.278
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/9/20,10.377,9.977,10.177
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/10/20,10.543,10.143,10.343
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/11/20,10.815,10.415,10.615
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/14/20,10.78,10.38,10.58
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/15/20,10.835,10.435,10.635
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/16/20,10.552,10.152,10.352
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/17/20,10.498,10.097,10.297
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/18/20,10.653,10.253,10.453
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/21/20,11.197,10.797,10.997
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/22/20,11.136,10.736,10.936
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/23/20,10.986,10.586,10.786
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/24/20,10.834,10.434,10.634
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/25/20,10.859,10.459,10.659
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/28/20,10.853,10.453,10.653
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/29/20,10.888,10.488,10.688
AUD25P3M=R,Australian Dollar/US Dollar 3 Month 25 Delta Put,12/30/20,11.056,10.656,10.856
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,11/30/20,10.591,10.041,10.316
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/1/20,10.574,10.174,10.374
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/2/20,10.554,10.154,10.354
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/3/20,10.581,10.181,10.381
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/4/20,10.63,10.23,10.43
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/7/20,10.679,10.229,10.454
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/8/20,10.604,10.204,10.404
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/9/20,10.544,10.144,10.344
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/10/20,10.707,10.307,10.507
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/11/20,10.831,10.431,10.631
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/14/20,10.77,10.37,10.57
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/15/20,10.845,10.445,10.645
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/16/20,10.693,10.293,10.493
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/17/20,10.633,10.233,10.433
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/18/20,10.782,10.382,10.582
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/21/20,11.089,10.689,10.889
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/22/20,11.181,10.781,10.981
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/23/20,11.005,10.605,10.805
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/24/20,10.83,10.43,10.63
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/25/20,10.863,10.463,10.663
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/28/20,10.884,10.384,10.634
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/29/20,10.885,10.485,10.685
AUD25P6M=R,Australian Dollar/US Dollar 6 Month 25 Delta Put,12/30/20,10.989,10.589,10.789
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,11/30/20,10.629,10.129,10.379
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/1/20,10.636,10.137,10.387
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/2/20,10.606,10.206,10.406
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/3/20,10.702,10.302,10.502
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/4/20,10.643,10.243,10.443
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/7/20,10.732,10.332,10.532
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/8/20,10.693,10.293,10.493
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/9/20,10.618,10.218,10.418
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/10/20,9.397,8.997,9.197
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/11/20,10.818,10.418,10.618
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/14/20,10.799,10.399,10.599
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/15/20,10.868,10.468,10.668
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/16/20,10.705,10.305,10.505
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/17/20,10.644,10.344,10.494
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/18/20,10.669,10.319,10.494
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/21/20,11.089,10.689,10.889
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/22/20,9.583,9.133,9.358
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/23/20,11.014,10.564,10.789
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/24/20,10.914,10.464,10.689
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/25/20,10.939,10.489,10.714
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/28/20,10.929,10.379,10.654
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/29/20,10.899,10.5,10.699
AUD25P9M=R,Australian Dollar/US Dollar 9 Month 25 Delta Put,12/30/20,10.97,10.57,10.77
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,11/30/20,10.755,10.205,10.48
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/1/20,10.702,10.302,10.502
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/2/20,10.744,10.344,10.544
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/3/20,10.731,10.331,10.531
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/4/20,10.701,10.301,10.501
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/7/20,10.77,10.27,10.52
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/8/20,10.696,10.296,10.496
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/9/20,10.743,10.343,10.543
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/10/20,10.708,10.308,10.508
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/11/20,10.92,10.52,10.72
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/14/20,10.873,10.473,10.673
AUD25P1Y=R,Australian Dollar/US Dollar 1 Year 25 Delta Put,12/15/20,10.989,10.588,10.788
